Gender,ItemPurchased,TotallyBought,Location,Category,Season
Female,Shirt,3,Oregon,Clothing,Fall
Female,Shoes,1,Oregon,Footwear,Winter
Female,Skirt,2,Oregon,Clothing,Spring
Female,Sneakers,2,Oregon,Footwear,Winter
Female,Socks,4,Oregon,Clothing,Fall
Female,Sunglasses,1,Oregon,Accessories,Fall
Female,T-shirt,1,Oregon,Clothing,Summer
Female,Backpack,1,Pennsylvania,Accessories,Spring
Female,Belt,1,Pennsylvania,Accessories,Spring
Female,Blouse,1,Pennsylvania,Clothing,Summer
Female,Gloves,1,Pennsylvania,Accessories,Winter
Female,Handbag,1,Pennsylvania,Accessories,Spring
Female,Hat,2,Pennsylvania,Accessories,Winter
Female,Hoodie,1,Pennsylvania,Clothing,Winter
Female,Pants,2,Pennsylvania,Clothing,Fall
Female,Sandals,1,Pennsylvania,Footwear,Winter
Female,Scarf,2,Pennsylvania,Accessories,Winter
Female,Shirt,1,Pennsylvania,Clothing,Spring
Female,Shoes,1,Pennsylvania,Footwear,Spring
Female,Skirt,3,Pennsylvania,Clothing,Spring
Female,Sneakers,1,Pennsylvania,Footwear,Fall
Female,Socks,2,Pennsylvania,Clothing,Summer
Female,Sunglasses,4,Pennsylvania,Accessories,Fall
Female,Sweater,1,Pennsylvania,Clothing,Fall
Female,T-shirt,1,Pennsylvania,Clothing,Summer
Female,Belt,2,Rhode Island,Accessories,Summer
Female,Boots,2,Rhode Island,Footwear,Summer
Female,Coat,1,Rhode Island,Outerwear,Summer
Female,Dress,1,Rhode Island,Clothing,Summer
Female,Gloves,1,Rhode Island,Accessories,Spring
Female,Handbag,1,Rhode Island,Accessories,Winter
Female,Hoodie,1,Rhode Island,Clothing,Winter
Female,Jewelry,2,Rhode Island,Accessories,Winter
Female,Pants,2,Rhode Island,Clothing,Winter
Female,Sandals,1,Rhode Island,Footwear,Spring
Female,Shirt,2,Rhode Island,Clothing,Spring
Female,Shorts,2,Rhode Island,Clothing,Spring
Female,Socks,2,Rhode Island,Clothing,Spring
Female,Sunglasses,1,Rhode Island,Accessories,Spring
Female,Sweater,2,Rhode Island,Clothing,Winter
Female,Backpack,1,South Carolina,Accessories,Winter
Female,Belt,1,South Carolina,Accessories,Fall
Female,Blouse,1,South Carolina,Clothing,Spring
Female,Boots,2,South Carolina,Footwear,Summer
Female,Dress,1,South Carolina,Clothing,Spring
Female,Gloves,1,South Carolina,Accessories,Fall
Female,Handbag,1,South Carolina,Accessories,Spring
Female,Hat,2,South Carolina,Accessories,Fall
Female,Hoodie,3,South Carolina,Clothing,Spring
Female,Jacket,1,South Carolina,Outerwear,Summer
Female,Jewelry,1,South Carolina,Accessories,Fall
Female,Pants,1,South Carolina,Clothing,Spring
Female,Shoes,1,South Carolina,Footwear,Spring
Female,Skirt,1,South Carolina,Clothing,Spring
Female,Sneakers,1,South Carolina,Footwear,Spring
Female,Sweater,2,South Carolina,Clothing,Fall
Female,Backpack,1,South Dakota,Accessories,Summer
Female,Belt,1,South Dakota,Accessories,Spring
Female,Blouse,2,South Dakota,Clothing,Spring
Female,Coat,2,South Dakota,Outerwear,Spring
Female,Dress,2,South Dakota,Clothing,Winter
Female,Gloves,1,South Dakota,Accessories,Fall
Female,Jacket,2,South Dakota,Outerwear,Summer
Female,Jewelry,1,South Dakota,Accessories,Fall
Female,Scarf,4,South Dakota,Accessories,Summer
Female,Shorts,1,South Dakota,Clothing,Spring
Female,Sneakers,1,South Dakota,Footwear,Fall
Female,Socks,1,South Dakota,Clothing,Fall
Female,Sweater,1,South Dakota,Clothing,Spring
Female,T-shirt,2,South Dakota,Clothing,Winter
Female,Boots,2,Tennessee,Footwear,Winter
Female,Dress,3,Tennessee,Clothing,Spring
Female,Gloves,1,Tennessee,Accessories,Fall
Female,Handbag,2,Tennessee,Accessories,Summer
Female,Hat,1,Tennessee,Accessories,Fall
Female,Hoodie,1,Tennessee,Clothing,Winter
Female,Jeans,1,Tennessee,Clothing,Summer
Female,Jewelry,1,Tennessee,Accessories,Spring
Female,Pants,2,Tennessee,Clothing,Winter
Female,Scarf,3,Tennessee,Accessories,Winter
Female,Shirt,1,Tennessee,Clothing,Fall
Female,Shorts,1,Tennessee,Clothing,Summer
Female,Skirt,3,Tennessee,Clothing,Spring
Female,Sneakers,1,Tennessee,Footwear,Summer
Female,Sunglasses,1,Tennessee,Accessories,Fall
Female,Sweater,1,Tennessee,Clothing,Fall
Female,T-shirt,2,Tennessee,Clothing,Fall
Female,Backpack,1,Texas,Accessories,Winter
Female,Blouse,3,Texas,Clothing,Winter
Female,Boots,1,Texas,Footwear,Summer
Female,Coat,1,Texas,Outerwear,Summer
Female,Dress,1,Texas,Clothing,Summer
Female,Gloves,1,Texas,Accessories,Spring
Female,Handbag,4,Texas,Accessories,Summer
Female,Hat,4,Texas,Accessories,Winter
Female,Hoodie,2,Texas,Clothing,Fall
Female,Jacket,2,Texas,Outerwear,Fall
Female,Scarf,1,Texas,Accessories,Fall
Female,Shirt,2,Texas,Clothing,Summer
Female,Shoes,4,Texas,Footwear,Fall
Female,Skirt,1,Texas,Clothing,Spring
Female,Sneakers,1,Texas,Footwear,Fall
Female,Sunglasses,4,Texas,Accessories,Spring
Female,Blouse,1,Utah,Clothing,Fall
Female,Boots,3,Utah,Footwear,Fall
Female,Coat,1,Utah,Outerwear,Winter
Female,Dress,4,Utah,Clothing,Summer
Female,Handbag,3,Utah,Accessories,Fall
Female,Hat,2,Utah,Accessories,Fall
Female,Jacket,1,Utah,Outerwear,Winter
Female,Jeans,1,Utah,Clothing,Fall
Female,Jewelry,1,Utah,Accessories,Spring
Female,Shorts,5,Utah,Clothing,Fall
Female,Sneakers,1,Utah,Footwear,Spring
Female,Socks,1,Utah,Clothing,Fall
Female,Sunglasses,1,Utah,Accessories,Fall
Female,T-shirt,2,Utah,Clothing,Spring
Female,Backpack,1,Vermont,Accessories,Summer
Female,Belt,1,Vermont,Accessories,Fall
Female,Blouse,1,Vermont,Clothing,Winter
Female,Boots,1,Vermont,Footwear,Winter
Female,Hat,1,Vermont,Accessories,Winter
Female,Hoodie,1,Vermont,Clothing,Spring
Female,Jacket,2,Vermont,Outerwear,Spring
Female,Pants,3,Vermont,Clothing,Winter
Female,Sandals,1,Vermont,Footwear,Spring
Female,Shirt,2,Vermont,Clothing,Summer
Female,Shoes,1,Vermont,Footwear,Winter
Female,Shorts,2,Vermont,Clothing,Fall
Female,Sneakers,2,Vermont,Footwear,Fall
Female,Sweater,2,Vermont,Clothing,Winter
Female,T-shirt,2,Vermont,Clothing,Winter
Female,Backpack,1,Virginia,Accessories,Summer
Female,Blouse,1,Virginia,Clothing,Winter
Female,Boots,1,Virginia,Footwear,Winter
Female,Coat,1,Virginia,Outerwear,Spring
Female,Gloves,1,Virginia,Accessories,Winter
Female,Hat,1,Virginia,Accessories,Winter
Female,Hoodie,3,Virginia,Clothing,Summer
Female,Jacket,1,Virginia,Outerwear,Spring
Female,Jeans,1,Virginia,Clothing,Summer
Female,Jewelry,1,Virginia,Accessories,Winter
Female,Pants,1,Virginia,Clothing,Summer
Female,Sandals,1,Virginia,Footwear,Summer
Female,Shirt,2,Virginia,Clothing,Spring
Female,Shorts,3,Virginia,Clothing,Winter
Female,Skirt,1,Virginia,Clothing,Spring
Female,Sneakers,1,Virginia,Footwear,Spring
Female,Socks,1,Virginia,Clothing,Winter
Female,Sweater,1,Virginia,Clothing,Summer
Female,T-shirt,1,Virginia,Clothing,Fall
Female,Belt,1,Washington,Accessories,Summer
Female,Blouse,2,Washington,Clothing,Summer
Female,Coat,1,Washington,Outerwear,Winter
Female,Dress,1,Washington,Clothing,Summer
Female,Handbag,1,Washington,Accessories,Winter
Female,Hat,1,Washington,Accessories,Fall
Female,Jacket,1,Washington,Outerwear,Spring
Female,Jewelry,2,Washington,Accessories,Winter
Female,Pants,2,Washington,Clothing,Fall
Female,Sandals,1,Washington,Footwear,Spring
Female,Scarf,1,Washington,Accessories,Winter
Female,Shoes,1,Washington,Footwear,Summer
Female,Shorts,1,Washington,Clothing,Winter
Female,Skirt,3,Washington,Clothing,Spring
Female,Sneakers,1,Washington,Footwear,Spring
Female,Socks,3,Washington,Clothing,Fall
Female,T-shirt,2,Washington,Clothing,Summer
Female,Belt,1,West Virginia,Accessories,Fall
Female,Blouse,1,West Virginia,Clothing,Summer
Female,Boots,2,West Virginia,Footwear,Spring
Female,Coat,2,West Virginia,Outerwear,Spring
Female,Handbag,4,West Virginia,Accessories,Spring
Female,Hat,1,West Virginia,Accessories,Spring
Female,Hoodie,1,West Virginia,Clothing,Winter
Female,Jeans,1,West Virginia,Clothing,Winter
Female,Jewelry,2,West Virginia,Accessories,Winter
Female,Pants,1,West Virginia,Clothing,Winter
Female,Sandals,2,West Virginia,Footwear,Fall
Female,Shoes,1,West Virginia,Footwear,Winter
Female,Shorts,1,West Virginia,Clothing,Fall
Female,Skirt,1,West Virginia,Clothing,Spring
Female,Sunglasses,1,West Virginia,Accessories,Spring
Female,T-shirt,1,West Virginia,Clothing,Spring
Female,Belt,1,Wisconsin,Accessories,Winter
Female,Blouse,2,Wisconsin,Clothing,Fall
Female,Boots,1,Wisconsin,Footwear,Fall
Female,Dress,2,Wisconsin,Clothing,Summer
Female,Gloves,1,Wisconsin,Accessories,Winter
Female,Handbag,2,Wisconsin,Accessories,Summer
Female,Hoodie,2,Wisconsin,Clothing,Spring
Female,Jacket,1,Wisconsin,Outerwear,Summer
Female,Jewelry,1,Wisconsin,Accessories,Spring
Female,Sandals,1,Wisconsin,Footwear,Spring
Female,Scarf,2,Wisconsin,Accessories,Fall
Female,Shoes,2,Wisconsin,Footwear,Winter
Female,Shorts,1,Wisconsin,Clothing,Winter
Female,Skirt,1,Wisconsin,Clothing,Fall
Female,Sneakers,1,Wisconsin,Footwear,Fall
Female,Socks,1,Wisconsin,Clothing,Fall
Female,Sunglasses,2,Wisconsin,Accessories,Summer
Female,Sweater,1,Wisconsin,Clothing,Summer
Female,Belt,1,Wyoming,Accessories,Fall
Female,Blouse,1,Wyoming,Clothing,Fall
Female,Coat,1,Wyoming,Outerwear,Winter
Female,Hat,1,Wyoming,Accessories,Fall
Female,Jacket,1,Wyoming,Outerwear,Spring
Female,Pants,1,Wyoming,Clothing,Winter
Female,Sandals,1,Wyoming,Footwear,Spring
Female,Scarf,2,Wyoming,Accessories,Fall
Female,Shirt,2,Wyoming,Clothing,Winter
Female,Shoes,1,Wyoming,Footwear,Spring
Female,Skirt,1,Wyoming,Clothing,Summer
Female,Sneakers,2,Wyoming,Footwear,Winter
Female,Sunglasses,3,Wyoming,Accessories,Summer
Female,Sweater,1,Wyoming,Clothing,Fall
Female,T-shirt,1,Wyoming,Clothing,Winter
Male,Backpack,1,Alabama,Accessories,Fall
Male,Belt,1,Alabama,Accessories,Fall
Male,Blouse,1,Alabama,Clothing,Winter
Male,Boots,3,Alabama,Footwear,Fall
Male,Coat,4,Alabama,Outerwear,Summer
Male,Dress,3,Alabama,Clothing,Fall
Male,Gloves,2,Alabama,Accessories,Summer
Male,Handbag,3,Alabama,Accessories,Winter
Male,Hat,3,Alabama,Accessories,Summer
Male,Hoodie,3,Alabama,Clothing,Summer
Male,Jacket,1,Alabama,Outerwear,Fall
Male,Jeans,3,Alabama,Clothing,Winter
Male,Jewelry,4,Alabama,Accessories,Winter
Male,Pants,4,Alabama,Clothing,Summer
Male,Sandals,1,Alabama,Footwear,Summer
Male,Scarf,2,Alabama,Accessories,Winter
Male,Shirt,4,Alabama,Clothing,Spring
Male,Shoes,2,Alabama,Footwear,Spring
Male,Shorts,3,Alabama,Clothing,Fall
Male,Skirt,6,Alabama,Clothing,Fall
Male,Sneakers,2,Alabama,Footwear,Spring
Male,Socks,1,Alabama,Clothing,Summer
Male,Sunglasses,2,Alabama,Accessories,Spring
Male,Sweater,1,Alabama,Clothing,Fall
Male,T-shirt,2,Alabama,Clothing,Spring
Male,Backpack,3,Alaska,Accessories,Fall
Male,Belt,3,Alaska,Accessories,Fall
Male,Blouse,1,Alaska,Clothing,Winter
Male,Boots,1,Alaska,Footwear,Summer
Male,Coat,2,Alaska,Outerwear,Winter
Male,Dress,3,Alaska,Clothing,Fall
Male,Gloves,1,Alaska,Accessories,Winter
Male,Handbag,1,Alaska,Accessories,Fall
Male,Hat,2,Alaska,Accessories,Fall
Male,Hoodie,1,Alaska,Clothing,Spring
Male,Jacket,2,Alaska,Outerwear,Fall
Male,Jeans,1,Alaska,Clothing,Spring
Male,Jewelry,3,Alaska,Accessories,Summer
Male,Scarf,2,Alaska,Accessories,Spring
Male,Shirt,3,Alaska,Clothing,Spring
Male,Shoes,2,Alaska,Footwear,Spring
Male,Shorts,2,Alaska,Clothing,Spring
Male,Sneakers,2,Alaska,Footwear,Summer
Male,Socks,3,Alaska,Clothing,Spring
Male,Sunglasses,3,Alaska,Accessories,Winter
Male,Sweater,3,Alaska,Clothing,Winter
Male,T-shirt,4,Alaska,Clothing,Summer
Male,Backpack,5,Arizona,Accessories,Fall
Male,Belt,1,Arizona,Accessories,Fall
Male,Blouse,2,Arizona,Clothing,Spring
Male,Coat,1,Arizona,Outerwear,Spring
Male,Dress,1,Arizona,Clothing,Winter
Male,Handbag,1,Arizona,Accessories,Winter
Male,Hat,1,Arizona,Accessories,Winter
Male,Hoodie,1,Arizona,Clothing,Fall
Male,Jacket,2,Arizona,Outerwear,Winter
Male,Jeans,1,Arizona,Clothing,Winter
Male,Jewelry,2,Arizona,Accessories,Summer
Male,Pants,1,Arizona,Clothing,Summer
Male,Sandals,3,Arizona,Footwear,Spring
Male,Scarf,1,Arizona,Accessories,Fall
Male,Shirt,1,Arizona,Clothing,Winter
Male,Shorts,2,Arizona,Clothing,Summer
Male,Skirt,2,Arizona,Clothing,Summer
Male,Sneakers,2,Arizona,Footwear,Fall
Male,Socks,2,Arizona,Clothing,Fall
Male,Sunglasses,3,Arizona,Accessories,Winter
Male,Sweater,3,Arizona,Clothing,Fall
Male,T-shirt,2,Arizona,Clothing,Spring
Male,Backpack,3,Arkansas,Accessories,Summer
Male,Belt,4,Arkansas,Accessories,Spring
Male,Blouse,2,Arkansas,Clothing,Spring
Male,Coat,4,Arkansas,Outerwear,Spring
Male,Dress,3,Arkansas,Clothing,Winter
Male,Gloves,4,Arkansas,Accessories,Fall
Male,Handbag,1,Arkansas,Accessories,Summer
Male,Hat,2,Arkansas,Accessories,Summer
Male,Hoodie,3,Arkansas,Clothing,Spring
Male,Jacket,1,Arkansas,Outerwear,Spring
Male,Jeans,1,Arkansas,Clothing,Summer
Male,Jewelry,3,Arkansas,Accessories,Spring
Male,Pants,3,Arkansas,Clothing,Summer
Male,Sandals,1,Arkansas,Footwear,Fall
Male,Scarf,1,Arkansas,Accessories,Winter
Male,Shirt,3,Arkansas,Clothing,Spring
Male,Shoes,2,Arkansas,Footwear,Fall
Male,Shorts,2,Arkansas,Clothing,Winter
Male,Skirt,2,Arkansas,Clothing,Spring
Male,Sneakers,1,Arkansas,Footwear,Summer
Male,Socks,2,Arkansas,Clothing,Fall
Male,Sunglasses,2,Arkansas,Accessories,Spring
Male,Sweater,3,Arkansas,Clothing,Summer
Male,T-shirt,1,Arkansas,Clothing,Fall
Male,Backpack,3,California,Accessories,Fall
Male,Belt,3,California,Accessories,Winter
Male,Blouse,2,California,Clothing,Summer
Male,Boots,2,California,Footwear,Fall
Male,Coat,2,California,Outerwear,Fall
Male,Dress,4,California,Clothing,Summer
Male,Gloves,2,California,Accessories,Spring
Male,Handbag,3,California,Accessories,Fall
Male,Hat,3,California,Accessories,Winter
Male,Hoodie,2,California,Clothing,Fall
Male,Jacket,3,California,Outerwear,Fall
Male,Jeans,5,California,Clothing,Winter
Male,Jewelry,4,California,Accessories,Fall
Male,Pants,4,California,Clothing,Summer
Male,Sandals,4,California,Footwear,Winter
Male,Scarf,4,California,Accessories,Spring
Male,Shirt,3,California,Clothing,Summer
Male,Shorts,4,California,Clothing,Winter
Male,Sneakers,2,California,Footwear,Spring
Male,Socks,1,California,Clothing,Summer
Male,Sunglasses,3,California,Accessories,Summer
Male,Sweater,2,California,Clothing,Fall
Male,T-shirt,1,California,Clothing,Spring
Male,Backpack,3,Colorado,Accessories,Fall
Male,Belt,2,Colorado,Accessories,Spring
Male,Blouse,2,Colorado,Clothing,Winter
Male,Coat,1,Colorado,Outerwear,Fall
Male,Dress,2,Colorado,Clothing,Spring
Male,Gloves,2,Colorado,Accessories,Summer
Male,Handbag,1,Colorado,Accessories,Summer
Male,Hat,2,Colorado,Accessories,Spring
Male,Hoodie,3,Colorado,Clothing,Winter
Male,Jacket,4,Colorado,Outerwear,Spring
Male,Jewelry,1,Colorado,Accessories,Winter
Male,Pants,5,Colorado,Clothing,Summer
Male,Sandals,1,Colorado,Footwear,Winter
Male,Scarf,2,Colorado,Accessories,Spring
Male,Shoes,3,Colorado,Footwear,Fall
Male,Shorts,1,Colorado,Clothing,Winter
Male,Skirt,4,Colorado,Clothing,Fall
Male,Sneakers,5,Colorado,Footwear,Spring
Male,Sunglasses,1,Colorado,Accessories,Winter
Male,Sweater,2,Colorado,Clothing,Winter
Male,T-shirt,2,Colorado,Clothing,Winter
Male,Backpack,2,Connecticut,Accessories,Spring
Male,Belt,2,Connecticut,Accessories,Winter
Male,Blouse,3,Connecticut,Clothing,Winter
Male,Boots,1,Connecticut,Footwear,Summer
Male,Coat,5,Connecticut,Outerwear,Winter
Male,Dress,4,Connecticut,Clothing,Summer
Male,Gloves,1,Connecticut,Accessories,Summer
Male,Handbag,4,Connecticut,Accessories,Spring
Male,Hat,1,Connecticut,Accessories,Spring
Male,Hoodie,1,Connecticut,Clothing,Winter
Male,Jacket,3,Connecticut,Outerwear,Fall
Male,Jewelry,2,Connecticut,Accessories,Winter
Male,Pants,2,Connecticut,Clothing,Winter
Male,Sandals,2,Connecticut,Footwear,Spring
Male,Scarf,4,Connecticut,Accessories,Spring
Male,Shirt,3,Connecticut,Clothing,Fall
Male,Shoes,4,Connecticut,Footwear,Winter
Male,Shorts,2,Connecticut,Clothing,Winter
Male,Skirt,3,Connecticut,Clothing,Winter
Male,T-shirt,2,Connecticut,Clothing,Winter
Male,Backpack,2,Delaware,Accessories,Fall
Male,Belt,2,Delaware,Accessories,Winter
Male,Blouse,2,Delaware,Clothing,Spring
Male,Boots,2,Delaware,Footwear,Spring
Male,Coat,1,Delaware,Outerwear,Winter
Male,Dress,4,Delaware,Clothing,Summer
Male,Gloves,3,Delaware,Accessories,Spring
Male,Handbag,2,Delaware,Accessories,Spring
Male,Hat,4,Delaware,Accessories,Summer
Male,Hoodie,2,Delaware,Clothing,Winter
Male,Jeans,2,Delaware,Clothing,Spring
Male,Jewelry,3,Delaware,Accessories,Fall
Male,Pants,6,Delaware,Clothing,Summer
Male,Sandals,4,Delaware,Footwear,Spring
Male,Scarf,2,Delaware,Accessories,Spring
Male,Shirt,3,Delaware,Clothing,Spring
Male,Shoes,3,Delaware,Footwear,Summer
Male,Shorts,1,Delaware,Clothing,Summer
Male,Skirt,2,Delaware,Clothing,Fall
Male,Sneakers,2,Delaware,Footwear,Fall
Male,Socks,4,Delaware,Clothing,Spring
Male,Sunglasses,1,Delaware,Accessories,Fall
Male,Sweater,1,Delaware,Clothing,Summer
Male,T-shirt,3,Delaware,Clothing,Spring
Male,Belt,1,Florida,Accessories,Spring
Male,Blouse,1,Florida,Clothing,Summer
Male,Boots,2,Florida,Footwear,Spring
Male,Coat,6,Florida,Outerwear,Fall
Male,Dress,2,Florida,Clothing,Winter
Male,Gloves,6,Florida,Accessories,Spring
Male,Hat,2,Florida,Accessories,Winter
Male,Hoodie,2,Florida,Clothing,Winter
Male,Jacket,3,Florida,Outerwear,Fall
Male,Jeans,2,Florida,Clothing,Summer
Male,Jewelry,2,Florida,Accessories,Summer
Male,Pants,2,Florida,Clothing,Spring
Male,Sandals,1,Florida,Footwear,Summer
Male,Scarf,1,Florida,Accessories,Summer
Male,Shirt,2,Florida,Clothing,Fall
Male,Shorts,2,Florida,Clothing,Winter
Male,Skirt,1,Florida,Clothing,Spring
Male,Sneakers,3,Florida,Footwear,Winter
Male,Socks,1,Florida,Clothing,Summer
Male,Sunglasses,1,Florida,Accessories,Winter
Male,Sweater,3,Florida,Clothing,Fall
Male,T-shirt,2,Florida,Clothing,Fall
Male,Backpack,4,Georgia,Accessories,Fall
Male,Belt,1,Georgia,Accessories,Summer
Male,Blouse,4,Georgia,Clothing,Winter
Male,Boots,1,Georgia,Footwear,Fall
Male,Coat,1,Georgia,Outerwear,Summer
Male,Dress,6,Georgia,Clothing,Winter
Male,Gloves,1,Georgia,Accessories,Spring
Male,Hoodie,2,Georgia,Clothing,Summer
Male,Jeans,1,Georgia,Clothing,Winter
Male,Jewelry,4,Georgia,Accessories,Summer
Male,Pants,3,Georgia,Clothing,Spring
Male,Sandals,1,Georgia,Footwear,Spring
Male,Scarf,3,Georgia,Accessories,Fall
Male,Shirt,1,Georgia,Clothing,Winter
Male,Shoes,3,Georgia,Footwear,Spring
Male,Skirt,2,Georgia,Clothing,Winter
Male,Sneakers,4,Georgia,Footwear,Winter
Male,Socks,4,Georgia,Clothing,Spring
Male,Sunglasses,1,Georgia,Accessories,Winter
Male,Sweater,2,Georgia,Clothing,Spring
Male,Backpack,1,Hawaii,Accessories,Winter
Male,Belt,2,Hawaii,Accessories,Spring
Male,Blouse,4,Hawaii,Clothing,Summer
Male,Boots,1,Hawaii,Footwear,Summer
Male,Coat,1,Hawaii,Outerwear,Fall
Male,Dress,1,Hawaii,Clothing,Spring
Male,Handbag,5,Hawaii,Accessories,Spring
Male,Hat,3,Hawaii,Accessories,Fall
Male,Hoodie,4,Hawaii,Clothing,Summer
Male,Jacket,4,Hawaii,Outerwear,Summer
Male,Jeans,2,Hawaii,Clothing,Spring
Male,Jewelry,1,Hawaii,Accessories,Winter
Male,Pants,2,Hawaii,Clothing,Spring
Male,Sandals,1,Hawaii,Footwear,Winter
Male,Shirt,3,Hawaii,Clothing,Winter
Male,Shoes,3,Hawaii,Footwear,Summer
Male,Shorts,1,Hawaii,Clothing,Winter
Male,Skirt,3,Hawaii,Clothing,Winter
Male,Sneakers,3,Hawaii,Footwear,Spring
Male,Sunglasses,2,Hawaii,Accessories,Summer
Male,Sweater,2,Hawaii,Clothing,Spring
Male,T-shirt,2,Hawaii,Clothing,Fall
Male,Backpack,4,Idaho,Accessories,Fall
Male,Belt,4,Idaho,Accessories,Summer
Male,Blouse,1,Idaho,Clothing,Spring
Male,Boots,3,Idaho,Footwear,Fall
Male,Coat,4,Idaho,Outerwear,Fall
Male,Dress,1,Idaho,Clothing,Spring
Male,Gloves,1,Idaho,Accessories,Spring
Male,Handbag,2,Idaho,Accessories,Fall
Male,Hat,3,Idaho,Accessories,Summer
Male,Hoodie,2,Idaho,Clothing,Spring
Male,Jacket,2,Idaho,Outerwear,Summer
Male,Jewelry,2,Idaho,Accessories,Winter
Male,Pants,3,Idaho,Clothing,Winter
Male,Sandals,2,Idaho,Footwear,Fall
Male,Scarf,1,Idaho,Accessories,Fall
Male,Shirt,3,Idaho,Clothing,Winter
Male,Shoes,2,Idaho,Footwear,Summer
Male,Shorts,2,Idaho,Clothing,Fall
Male,Skirt,3,Idaho,Clothing,Fall
Male,Sneakers,4,Idaho,Footwear,Fall
Male,Socks,2,Idaho,Clothing,Spring
Male,Sunglasses,2,Idaho,Accessories,Fall
Male,Sweater,3,Idaho,Clothing,Summer
Male,T-shirt,3,Idaho,Clothing,Spring
Male,Backpack,2,Illinois,Accessories,Winter
Male,Belt,2,Illinois,Accessories,Winter
Male,Blouse,2,Illinois,Clothing,Spring
Male,Boots,3,Illinois,Footwear,Fall
Male,Dress,2,Illinois,Clothing,Winter
Male,Gloves,2,Illinois,Accessories,Fall
Male,Handbag,4,Illinois,Accessories,Winter
Male,Hat,1,Illinois,Accessories,Spring
Male,Hoodie,1,Illinois,Clothing,Spring
Male,Jacket,5,Illinois,Outerwear,Fall
Male,Jeans,4,Illinois,Clothing,Fall
Male,Jewelry,3,Illinois,Accessories,Winter
Male,Pants,3,Illinois,Clothing,Winter
Male,Sandals,1,Illinois,Footwear,Spring
Male,Scarf,3,Illinois,Accessories,Fall
Male,Shirt,5,Illinois,Clothing,Spring
Male,Shoes,2,Illinois,Footwear,Summer
Male,Shorts,4,Illinois,Clothing,Summer
Male,Skirt,2,Illinois,Clothing,Spring
Male,Sneakers,3,Illinois,Footwear,Winter
Male,Socks,2,Illinois,Clothing,Spring
Male,Sweater,4,Illinois,Clothing,Spring
Male,T-shirt,2,Illinois,Clothing,Winter
Male,Backpack,1,Indiana,Accessories,Summer
Male,Belt,4,Indiana,Accessories,Spring
Male,Blouse,2,Indiana,Clothing,Winter
Male,Boots,2,Indiana,Footwear,Winter
Male,Coat,2,Indiana,Outerwear,Fall
Male,Gloves,3,Indiana,Accessories,Spring
Male,Handbag,1,Indiana,Accessories,Winter
Male,Hat,4,Indiana,Accessories,Winter
Male,Hoodie,1,Indiana,Clothing,Fall
Male,Jacket,4,Indiana,Outerwear,Spring
Male,Jeans,4,Indiana,Clothing,Summer
Male,Jewelry,2,Indiana,Accessories,Summer
Male,Pants,3,Indiana,Clothing,Summer
Male,Sandals,2,Indiana,Footwear,Spring
Male,Scarf,3,Indiana,Accessories,Fall
Male,Shirt,3,Indiana,Clothing,Fall
Male,Shorts,2,Indiana,Clothing,Spring
Male,Skirt,6,Indiana,Clothing,Winter
Male,Socks,5,Indiana,Clothing,Spring
Male,Sunglasses,2,Indiana,Accessories,Winter
Male,Sweater,3,Indiana,Clothing,Fall
Male,T-shirt,3,Indiana,Clothing,Summer
Male,Belt,5,Iowa,Accessories,Winter
Male,Blouse,2,Iowa,Clothing,Fall
Male,Boots,3,Iowa,Footwear,Fall
Male,Coat,3,Iowa,Outerwear,Summer
Male,Dress,1,Iowa,Clothing,Summer
Male,Gloves,2,Iowa,Accessories,Summer
Male,Handbag,1,Iowa,Accessories,Winter
Male,Hat,5,Iowa,Accessories,Spring
Male,Jacket,4,Iowa,Outerwear,Winter
Male,Jeans,1,Iowa,Clothing,Summer
Male,Jewelry,1,Iowa,Accessories,Summer
Male,Pants,1,Iowa,Clothing,Summer
Male,Sandals,3,Iowa,Footwear,Winter
Male,Scarf,1,Iowa,Accessories,Winter
Male,Shirt,1,Iowa,Clothing,Fall
Male,Shoes,2,Iowa,Footwear,Winter
Male,Shorts,4,Iowa,Clothing,Summer
Male,Skirt,1,Iowa,Clothing,Spring
Male,Sneakers,3,Iowa,Footwear,Fall
Male,Socks,1,Iowa,Clothing,Winter
Male,Sweater,5,Iowa,Clothing,Spring
Male,T-shirt,2,Iowa,Clothing,Fall
Male,Blouse,3,Kansas,Clothing,Fall
Male,Boots,2,Kansas,Footwear,Winter
Male,Coat,2,Kansas,Outerwear,Spring
Male,Dress,1,Kansas,Clothing,Fall
Male,Gloves,1,Kansas,Accessories,Fall
Male,Hoodie,2,Kansas,Clothing,Fall
Male,Jacket,2,Kansas,Outerwear,Summer
Male,Jewelry,4,Kansas,Accessories,Summer
Male,Pants,2,Kansas,Clothing,Winter
Male,Sandals,3,Kansas,Footwear,Fall
Male,Shirt,1,Kansas,Clothing,Spring
Male,Shorts,2,Kansas,Clothing,Spring
Male,Sneakers,1,Kansas,Footwear,Spring
Male,Socks,1,Kansas,Clothing,Winter
Male,Sunglasses,3,Kansas,Accessories,Fall
Male,T-shirt,3,Kansas,Clothing,Spring
Male,Backpack,3,Kentucky,Accessories,Fall
Male,Belt,1,Kentucky,Accessories,Summer
Male,Blouse,1,Kentucky,Clothing,Winter
Male,Boots,1,Kentucky,Footwear,Spring
Male,Coat,3,Kentucky,Outerwear,Spring
Male,Dress,3,Kentucky,Clothing,Fall
